document_id,views,full_reads_percent,depth
61f9569a9a794794245a82abJ0AvX96vTAaQCiWVbzoMdw,8843.968165590872,50.91731674833793,1.2304579191912617
628c22b89a79470e553f594bQS5CqzXYRnmDdR2LaSreEw,5269.721387686878,27.36192149813269,1.0575780018463
627cb3249a7947ebdd752865XVsoyrUOT8OJJg2_finJhw,10192.484450534785,25.598827167585316,1.0589776074903776
628618629a7947d4927eb812upfii3whSSuMXCqcqF8VbQ,6904.394856592338,40.89799148235202,1.0613114735346452
620e76109a7947235623695b5hzCiIHdSYKQIr8WAM18bw,93505.2976509607,33.22845770331313,1.1278202026610897
6267e9d39a79470f677fb6fajv_4Eb5ZQtip4IbvDqDuKw,21881.818858648654,30.802866377767074,1.0392537228800458
624925809a79476c4461de30m1RFLN6XSPyEGdKhDO5nyA,60194.44179184298,32.02215949277249,1.1437379930794915
6239e4a39a7947e926f82194t8mN2pE6R4mAGowkxvegNw,91901.94294663986,13.26175275778697,1.1338974828127337
628a1a4e9a794771555c208bICJ13mlxTMehQcRuqtV6YA,3545.199065354767,41.68235637980694,1.0730275088739745
626a5b0a9a7947627960acd0TdQDl3OoSMO5YuE7-m19eQ,2399.9662108251046,33.13919404666361,1.0442614317953802
62528e479a7947535bdc6788c7U4L8VHQpuUFFaNED_q6g,12381.449598698535,34.44104159394973,1.072896709278348
62612fe59a794783a68ada9e3TF3JpJGQJClbuUHy44UYw,24134.673885640845,37.182845978544485,1.0512081164840337
628cd9159a7947555da62ab1-m51bvtFS_yzCf2pq7lLQQ,8373.990011977492,31.560353706751275,1.0600839971843197
626e410e9a79471452f15e8eZ_d1-CbUQX2PIBrowzH5OQ,12562.801904334441,26.942093993223406,1.062105563096089
624e87269a79479dd1977cc3v9cI_OAYQ8-5gqePHxVMpw,82507.39498828501,26.652685613751103,1.1286414352216205
628b8ab29a7947e00f67dcdaNlcWeEm_RlanbLAGB-qShw,32542.310160578356,29.763961635104565,1.0529459762254294
628ccf899a79474f5151d0c3HZKtUGp9SHiIpympsFuOrw,6872.659606691005,23.197912228830074,1.0622590509030088
6249f7529a79479eb947fa1ehoBzMDQFT6mqValZu1Nr6g,20267.59953303366,38.02291628691376,1.1613202267134162
6203bbc19a7947fb724902a8BhjQOV86Qa6ER9s4eK4Mpw,19091.844892810535,26.967328034597355,1.1359249425486488
620e3f2a9a7947868328f19f5hzCiIHdSYKQIr8WAM18bw,22055.601157799723,22.296907178963334,1.1318950332834634
