document_id,views,full_reads_percent,depth
61f9569a9a794794245a82abJ0AvX96vTAaQCiWVbzoMdw,10212.922949866783,49.71830393092241,1.200569958714385
628c22b89a79470e553f594bQS5CqzXYRnmDdR2LaSreEw,4907.5644028084835,32.882041651005885,1.0610430539633584
627cb3249a7947ebdd752865XVsoyrUOT8OJJg2_finJhw,8856.404554714318,29.576152144985926,1.0636478723502887
628618629a7947d4927eb812upfii3whSSuMXCqcqF8VbQ,5832.817723092124,36.69982555647368,1.0647121202122618
620e76109a7947235623695b5hzCiIHdSYKQIr8WAM18bw,93764.7623194161,29.997198884878614,1.1207900915475728
6267e9d39a79470f677fb6fajv_4Eb5ZQtip4IbvDqDuKw,21172.784563490837,25.383926289532027,1.03992663954278
624925809a79476c4461de30m1RFLN6XSPyEGdKhDO5nyA,47327.39034669668,33.81848379829646,1.141916658535376
6239e4a39a7947e926f82194t8mN2pE6R4mAGowkxvegNw,63335.36076526723,16.412180321850922,1.1214214375845595
628a1a4e9a794771555c208bICJ13mlxTMehQcRuqtV6YA,4375.632575809652,40.11212048085779,1.0720433346480165
626a5b0a9a7947627960acd0TdQDl3OoSMO5YuE7-m19eQ,2363.001651872316,32.01470093064611,1.0502869882279702
62528e479a7947535bdc6788c7U4L8VHQpuUFFaNED_q6g,14933.033486062828,35.51292863788626,1.072789994098265
62612fe59a794783a68ada9e3TF3JpJGQJClbuUHy44UYw,20492.990387829785,35.08729811670296,1.064402471139006
628cd9159a7947555da62ab1-m51bvtFS_yzCf2pq7lLQQ,7462.9551083455835,27.71889743885451,1.0674807378211546
626e410e9a79471452f15e8eZ_d1-CbUQX2PIBrowzH5OQ,11194.719264495876,25.122546566200537,1.0636259684362692
624e87269a79479dd1977cc3v9cI_OAYQ8-5gqePHxVMpw,39430.06166303133,28.798081936309266,1.1152729517584397
628b8ab29a7947e00f67dcdaNlcWeEm_RlanbLAGB-qShw,27540.29883212265,20.730229863989283,1.0516069158781218
628ccf899a79474f5151d0c3HZKtUGp9SHiIpympsFuOrw,7588.436401779521,23.597464993238336,1.0658571378655513
6249f7529a79479eb947fa1ehoBzMDQFT6mqValZu1Nr6g,11916.651052720586,41.51030918250826,1.1376824677425792
6203bbc19a7947fb724902a8BhjQOV86Qa6ER9s4eK4Mpw,20708.316313404546,29.760623224073072,1.1508539472692758
620e3f2a9a7947868328f19f5hzCiIHdSYKQIr8WAM18bw,19712.44300989274,20.277926207420858,1.1261748607300355
620d18729a7947215abb84989JBgpzWFSNiMniLAH8SZaQ,16300.970035092554,26.091935855174675,1.1238222799785715
62937ab39a79475bb0821d13J6FV1xLkRbah3nyuod_sYw,4663.252720920739,31.084439918252624,1.0534838528964965
623c39239a79472f1993960eMljwbh4gQuKeIA6eblcfGQ,112007.78623189958,26.18859886132008,1.1236124860218721
620f3e089a79475b34ade039KtVJsteHStO5oditt3Uvzw,31459.315705161625,35.15808120679586,1.138548719000387
6202a73f9a79479b15f9b967g4_nokAoRvaMeR66cEHVXg,44964.37033042001,27.634576777600522,1.1254492755927443
62051c4d9a79477c4a88100dvDi5_j0PQVCaKj2UJf9_gw,22423.070603232,32.78486390732807,1.1242008717442011
620dfa929a79476189b0d2c4ZnPUfntARbaIIPZcQcvL1A,8802.667803573917,37.80220794690485,1.148465034567794
620223d99a7947592e5b2287uc9l9VjjTuW6KZZBme45rg,6531.944533541727,50.98937311194464,1.2319179422855917
620b6a7c9a794760c377c0549UuC_nw7SPu6DKHQzdxp1A,9683.17385850742,30.497059414839434,1.1477776605672825
62058ec59a79471f398a053b_kwPlPE5QqWP4vZwrzwALQ,53388.370680533175,30.624508543747247,1.1291006462190445
6282c24c9a79473846c46ebam_USFkdETtGZH6Fds7rRiA,28599.495767443346,35.263261585607495,1.055343064903088
629393009a794760730dff20Ty7cfynLQayiZQcjCFMVLA,1645.3638421129938,37.71291205408146,1.0561403199979515
624d79399a794748b2cab87dRbm1v5M-RIOc8TNT_xKCww,40635.27590235746,24.088248650192746,1.117496222109408
626019089a794728f3c79697TIUG7LZwRkeqT7WiusfZtw,25026.3875014858,21.41627392204423,1.0554447287394972
6273f7009a7947233556d310MaUWXeXtSk6fnmVlyIDA3A,23276.60870563375,24.81984289424091,1.0510521764395713
623fe1149a794770821f4eaefI8XS2MXRyaNdNuJJW9VjA,77217.15075858805,30.36582966013931,1.1327043848409835
6281efae9a7947e34439115eVnTuAVljQ7SgKfOfKu57jQ,5214.073358896921,29.928927511624757,1.066051613201598
627ebb289a79472e34d01ad38y6hKoMJS_aNkvNKR0-gvQ,8532.060574154488,29.841855789819277,1.060468735838629
625063979a79475de1f2072eTFz94N9QSYykYjDrMSdb7A,18261.95778063254,25.67019900577863,1.0860752294642486
6242cf239a7947543933376668sKFyOSTDi9g_65WIh5iw,256590.03710022618,35.64309763063649,1.1384466499849202
61faf6249a7947274188db22GZZD1toCRFaHFkr3HdMKWg,8710.294511824211,38.64856503594097,1.1585381587030277
6268e7489a79475c88d44ceaMPuwsLe1QT2F7YDXc66p4w,11995.385220134925,25.006867691624958,1.0470791676509084
6267abd89a7947ee8a9d53e16BBdcn0xRdCra7S60-tMHQ,13829.225555463372,35.36269006749562,1.047045382901151
624482489a79477d4f12aab6NvqeFzbPRfimwSLlGfHvuA,122672.82843046339,36.26990632277852,1.1128762142329982
61ff71df9a79470d13893f343PXO3SCcSy2Zav_6ejoYsQ,9336.460377614154,44.90031254751991,1.1799685698131943
6261c55c9a7947bf215d147a5Lcy3mDcSV2Bffoiv6tvEQ,2198.588514188924,46.675567662713284,1.0435690994126487
61f898359a79473e96d0784cy0A9bEXUQ722-0fIdbb7qQ,11927.144662869718,40.83050599162101,1.1629303762450833
6258037e9a7947a9e8a99498S1y9xzR8TJWIMfMonDbQEQ,10677.847297088236,30.696140095743406,1.0631233313496578
625117b89a7947867f461f09mbd7f55-TMi1CcYjcDqsog,24475.59700641922,29.9325801347253,1.0612509627382802
620af8d89a7947404fb52b9fROpN7eLZTxyReljAlE66RQ,8269.378866518759,43.46811309446523,1.1540488326806977
61fa6aea9a7947f0a9aaf4f0laPyaRVTTXem7ijDgA1yOQ,26617.714813545,35.51284493997939,1.145793143552259
6209a89f9a794740a12850c5H4RHG7dZTL2wSdv3XyyzNA,6075.432077865689,39.94646119879523,1.166002549945472
620a46219a794781dc291a08AZGwVNwbQ8yIgsPKpyEhiA,9235.023720743953,39.380604012719154,1.1522838919259013
6260feeb9a79476a79ce041es4TzJh4_TzW8ppT-OTxjkg,4924.358770351079,35.068076925263476,1.0693850638882754
620ce7ab9a794702595dc862-5Cx53EvQDWntflGw9_jEQ,13155.38371805456,39.36763032649631,1.1469461540880366
6265bbef9a794740ac14627dFCuGAeo3RMqC5ZXD_WsDtg,4701.413490287469,39.39454823767934,1.0461748375485789
627ff0d39a7947729e9dfa90RPAwzb0eSzC-Dcq2ZocUfA,6927.149819176146,28.78895255245521,1.06077123935511
625db0299a7947d767282409xdaiS-EsSdOcJ5H8rgpO5g,24412.7366220584,27.199781319435065,1.0556034200208968
6282433e9a79470b9c70a35cGBn3ze4UTsyvC35EfQs6VA,12991.825790097693,31.047809880457503,1.0552762098274169
61fc8bea9a79472d0879337bsOYQIXzMQtGy1XCKl6xsHw,8355.91015402455,34.150626587723266,1.1542622546336523
62033fe69a7947be30a670aaeFUrrXexSh-xrR_1oGc6-w,16896.468169906344,22.161241182847206,1.1332885576333336
6203b0069a7947f3eede1eb2qy1XDNoUQ3GBeAionL5UTQ,113330.09624105846,35.264131807588655,1.1172698301322468
624c3fd09a79476502f307e2exWaNqt-QmKcchXKQ-8KNw,8732.544701655283,34.154624897100526,1.1552251343491233
623b5bcc9a79477293c33b56Rbe7Ti8uQlyni2v1TTPTaA,81682.43978949904,23.579374382399156,1.131924862304329
620104a99a7947846c646260vGhSVhpFT1iy6VZ0oq-oew,21923.63360505402,24.313199316170962,1.1345384262103728
624ffda39a794729f99bad79ZIebQLUATRWSnc37OMbrRQ,15064.13391284329,34.709403915966625,1.105179674995627
6277b3ff9a7947214f2f4893-tYxWzW4Qbmn-jwILfFFjA,4587.099015752945,30.415834438302568,1.0582871950619255
624fd3a89a794716d372544f5CUAzs10TwWOwdg3dnyrFA,29567.423881655497,33.98580028013381,1.1138862183892178
6262672c9a7947edb8be11e9AoBTZKPtRCy9Mu7fNFw_gA,5026.050151195522,50.994520328804846,1.0889434591344807
6268bb739a79474eb1121e2eeAd9_fJrTnKh_MdcLYPqAw,23282.213121111086,24.144376728114725,1.0480111576881252
6265f69e9a79474dc2dcb6eajq2srWZJTEeJvA4sAJhTdA,23867.264977128827,30.293103236455266,1.0461553416341562
6266f5389a7947b2e3ce1ba6qNyzvIL0Rl2zal9wzUl16A,4372.853774197008,33.07992134251306,1.0592957685367628
624ff0e19a79472411f31b43OlIGX3f9RN-Uop357_p98g,10560.133292117527,44.38202499728865,1.139940502724757
623faeaa9a7947653470b1a0fI8XS2MXRyaNdNuJJW9VjA,60776.801083629005,27.078021854894896,1.1099385007406488
624f1fcb9a7947e9d888bc2eGoMLdRUjQ2OQKJOJeEP9RQ,31426.48367343077,33.15709359121215,1.1355832062648084
62850ce99a794782249dc1c7mCXdNIBcStCRGWinWoOqvA,33247.77266507897,33.35452276709406,1.049848362262031
625568df9a794741e114a762p0gt5C5WSQqX18Fb8yuQEA,14931.0,30.219,1.067
6249c58b9a794790fbfb3a72BiOLFRtLQW6sTZ_aYcGd1A,11957.6155744706,37.52680204044959,1.1563020138490665
627e43e79a7947863d9a3d28f3ucRD7ITtefUxsYp7qHKQ,3382.6556792375436,35.15437692668846,1.065841227200683
61fd57569a79478a98c7a954jxbeRzGsQm6f9UdSVdCCmg,14306.018145268714,35.259367310257964,1.1509511063224898
628252089a79471407fd4d16rmFwVXrNQV6UEhFesereGQ,3124.548072870635,47.56382518420108,1.0701983918346625
62483ba99a79473538e719003jWeun5QR7K9Hf5y6sYL_A,13400.109560317745,40.22962361093559,1.1541245585149416
626633779a79475c0264eb97GicKTSv4TfGgkznN_G7t5w,2723.206958935417,38.796820311761394,1.0662393612090275
62920ccb9a7947093f7ce616XlBcJK-MRCiOI3hfxZdXdA,15794.37912020483,30.997292986770088,1.048823346205183
6282a5429a7947336f8d64b8nnRk0rTkR16wROQJXr400A,5796.944329741442,34.119839979836954,1.0615223435684316
61fa3cd39a7947d756cdca0cemHDBURNSW6B7dsxlC7yLA,14384.604544530503,38.078965553059085,1.1570256723414638
625ecc7e9a79473b4f8aae9c4FuODp-kS0aDzavwnWjyNA,5644.462054740611,25.573852955984346,1.0609045763502858
6255c0729a79476baad93bc2UFPFZw03Ry-nMO_5XCjkcA,41830.09158172357,35.98621757135879,1.0710951345527493
62919afd9a794774d24be856OSGBeNzCSPW_GmbG6-irTw,1844.1461592880528,38.80490713735981,1.0594383816796509
623b303f9a794761344bc2a4RHWeYizkRa-wvE9e-wm44w,13079.145987850592,33.30887887690164,1.136413330663209
62861c019a7947d5857eb3e20nWLHpTJSLCbo8ROSKLc9g,3605.134972112272,36.50125589946837,1.0701603173261718
627ab92e9a794751851fdf3eBfWBRacaQCOaQ1S_LWwXMQ,7344.695605317809,34.8689775137528,1.0637689203885288
6270b77a9a79479ad6dedbd1tu-AquxyRMO2GORTYaN6_A,3418.921911420399,42.011263878753724,1.0590602291581073
628e66749a7947654775ae3exr83ycafQzWgDeMX52VPfw,27396.92423512846,26.646208687055136,1.0485324012889035
6246b4b79a794743ce9efdc9Ix6iqt0VQa-LYukRCxK6oQ,18382.764184837102,34.287698873476565,1.1446093141225264
